episodes,steps,x,y,distance,reward,yaw,steering,throttle,waypoint,total
491,100,4.73,0.56,0.02,1.5,0.01,0.8,0.4,3,141.5
491,101,4.74,0.56,0.02,1.5,0.02,-0.8,0.4,3,143
491,102,4.76,0.56,0.02,1.5,0.02,-0.4,0.4,3,144.5
491,103,4.78,0.56,0.02,1.5,0.02,0.4,0.8,3,146
491,104,4.8,0.56,0.02,1.5,0.02,0,0.4,3,147.5
491,105,4.81,0.56,0.02,1.5,0.02,-0.4,0.4,3,149
491,106,4.83,0.56,0.02,1.5,0.02,0,0.4,3,150.5
491,107,4.85,0.56,0.02,1.5,0.02,0.4,0.8,3,152
491,108,4.87,0.56,0.02,1.5,0.02,-0.4,0.4,3,153.5
491,109,4.89,0.56,0.02,1.5,0.01,-0.4,0.8,3,155
491,110,4.94,0.56,0.02,1.5,0,0,1.6,3,156.5
491,111,4.97,0.55,0.03,1.5,-0.02,-0.4,0.4,3,158
491,112,5.01,0.54,0.04,1.5,-0.04,0,1.6,4,159.5
491,113,5.06,0.53,0.05,1,-0.07,-0.4,1.6,4,160.5
491,114,5.1,0.53,0.05,1,-0.08,0.8,0.4,4,161.5
491,115,5.12,0.53,0.05,1,-0.08,0.8,0.4,4,162.5
491,116,5.13,0.53,0.05,1,-0.07,-0.4,0.4,4,163.5
491,117,5.17,0.53,0.05,1,-0.05,0,1.6,4,164.5
491,118,5.2,0.53,0.05,1,-0.03,0.8,0.4,4,165.5
491,119,5.22,0.54,0.04,1.5,-0.02,-0.4,0.4,4,167
491,120,5.25,0.54,0.04,1.5,0.01,0.4,1.6,4,168.5
491,121,5.31,0.56,0.02,1.5,0.04,0.4,1.6,4,170
491,122,5.34,0.57,0.01,1.5,0.08,0.8,0.4,4,171.5
491,123,5.37,0.58,0,1.5,0.12,0,0.8,4,173
491,124,5.39,0.6,0.02,1.5,0.16,0.4,0.8,4,174.5
491,125,5.41,0.61,0.03,1.5,0.18,0.8,0.4,4,176
491,126,5.43,0.62,0.04,1.5,0.22,-0.8,1.6,4,177.5
491,127,5.47,0.63,0.05,1,0.21,-0.4,0.8,4,178.5
491,128,5.52,0.63,0.05,1,0.2,-0.8,1.6,4,179.5
491,129,5.55,0.63,0.04,1.5,0.17,-0.8,0.4,5,181
491,130,5.58,0.63,0.03,1.5,0.14,-0.4,0.8,5,182.5
491,131,5.61,0.62,0.01,1.5,0.09,-0.8,0.8,5,184
491,132,5.63,0.61,0,1.5,0.06,0.4,0.8,5,185.5
491,133,5.65,0.61,0,1.5,0.03,-0.8,0.4,5,187
491,134,5.66,0.6,0.01,1.5,0.02,0.8,0.4,5,188.5
491,135,5.68,0.6,0.01,1.5,0.01,-0.4,0.4,6,190
491,136,5.69,0.6,0.01,1.5,-0.01,-0.8,0.4,6,191.5
491,137,5.71,0.59,0.01,1.5,-0.02,0.8,0.4,6,193
491,138,5.72,0.59,0.01,1.5,-0.02,0.8,0.4,6,194.5
491,139,5.76,0.6,0.03,1.5,0.01,0.8,1.6,6,196
491,140,5.79,0.61,0.03,1.5,0.07,0.8,0.8,7,197.5
491,141,5.81,0.62,0.02,1.5,0.1,0,0.4,7,199
491,142,5.82,0.63,0.06,1,0.11,0.4,0.4,7,200
491,143,5.84,0.64,0.07,1,0.15,0.8,0.8,7,201
491,144,5.87,0.66,0.07,1,0.2,0.8,0.8,7,202
491,145,5.88,0.67,0.06,1,0.24,0,0.4,7,203
491,146,5.9,0.68,0.01,1.5,0.28,0.4,0.4,7,204.5
491,147,5.91,0.69,0.01,1.5,0.32,0.4,0.4,8,206
491,148,5.92,0.7,0,1.5,0.33,0.4,0.4,8,207.5
491,149,5.93,0.72,0,1.5,0.35,0.8,0.8,8,209
491,150,5.95,0.74,0.01,1.5,0.38,0.4,0.4,8,210.5
491,151,5.96,0.75,0.02,1.5,0.42,0.4,0.8,8,212
491,152,5.98,0.77,0.02,1.5,0.46,0.8,0.4,8,213.5
491,153,5.98,0.79,0,1.5,0.51,0.8,0.4,8,215
491,154,6,0.82,0.02,1.5,0.58,0.8,0.8,9,216.5
491,155,6,0.84,0.02,1.5,0.66,0.4,0.4,9,218
491,156,6.01,0.85,0.03,1.5,0.68,0.8,0.4,9,219.5
491,157,6.01,0.87,0.02,1.5,0.7,0.8,0.4,9,221
491,158,6.01,0.88,0.02,1.5,0.72,0.4,0.4,9,222.5
491,159,6.02,0.9,0.01,1.5,0.77,0.4,0.8,9,224
491,160,6.03,0.93,0,1.5,0.83,0.8,0.8,9,225.5
491,161,6.03,0.98,0,1.5,0.91,0.4,1.6,9,227
491,162,6.04,1.02,0.01,1.5,0.97,0.4,0.8,10,228.5
491,163,6.04,1.06,0.02,1.5,1.04,-0.8,1.6,10,230
491,164,6.05,1.1,0.03,1.5,1.08,0.4,0.8,10,231.5
491,165,6.06,1.12,0.02,1.5,1.11,0.8,0.4,10,233
491,166,6.05,1.15,0.04,1.5,1.17,0.8,1.6,10,234.5
491,167,6.05,1.18,0.05,1,1.22,0.4,0.4,11,235.5
491,168,6.05,1.21,0.05,1,1.26,0.8,0.8,11,236.5
491,169,6.04,1.24,0.06,1,1.34,-0.8,1.6,11,237.5
491,170,6.04,1.27,0.06,1,1.37,-0.8,0.4,12,238.5
491,171,6.04,1.29,0.06,1,1.37,0.8,0.4,12,239.5
491,172,6.04,1.3,0.06,1,1.39,0.8,0.4,12,240.5
491,173,6.03,1.32,0.07,1,1.43,0.8,0.8,12,241.5
491,174,6.02,1.37,0.07,1,1.48,-0.4,1.6,13,242.5
491,175,6.02,1.4,0.07,1,1.51,0,0.8,13,243.5
491,176,6.01,1.45,0.07,1,1.53,0,1.6,14,244.5
491,177,6.01,1.48,0.06,1,1.53,-0.8,0.4,14,245.5
491,178,6.01,1.51,0.05,1,1.53,0.4,1.6,14,246.5
491,179,6.01,1.54,0.05,1,1.55,0.8,0.4,15,247.5
491,180,6.01,1.56,0.04,1.5,1.56,0.8,0.4,15,249
491,181,5.99,1.59,0.05,1,1.61,0,1.6,15,250
491,182,5.98,1.62,0.05,1,1.64,-0.4,0.8,15,251
491,183,5.98,1.65,0.04,1.5,1.65,0,0.8,16,252.5
491,184,5.97,1.68,0.04,1.5,1.67,0.4,0.8,16,254
491,185,5.96,1.71,0.02,1.5,1.67,0.8,0.8,16,255.5
491,186,5.95,1.72,0.02,1.5,1.7,0.4,0.4,16,257
491,187,5.95,1.74,0.01,1.5,1.71,-0.8,0.8,16,258.5
491,188,5.93,1.79,0.01,1.5,1.75,0.8,1.6,17,260
491,189,5.91,1.82,0.02,1.5,1.79,0.8,0.8,17,261.5
491,190,5.9,1.84,0.03,1.5,1.82,0.4,0.4,17,263
491,191,5.89,1.85,0.03,1.5,1.84,0.8,0.4,17,264.5
491,192,5.87,1.87,0.03,1.5,1.9,0.8,0.8,17,266
491,193,5.85,1.88,0.02,1.5,1.95,0.8,0.4,17,267.5
491,194,5.84,1.89,0.02,1.5,1.99,0.8,0.4,18,269
491,195,5.81,1.91,0.01,1.5,2.06,0.4,1.6,18,270.5
491,196,5.77,1.93,0,1.5,2.12,0.8,0.8,18,272
491,197,5.75,1.94,0.01,1.5,2.17,0.8,0.8,18,273.5
491,198,5.73,1.94,0.02,1.5,2.21,0.8,0.4,18,275
491,199,5.72,1.95,0.02,1.5,2.23,0.4,0.4,18,276.5
491,200,5.7,1.95,0.01,1.5,2.25,0.8,0.4,18,278
491,201,5.69,1.96,0.02,1.5,2.28,0.4,0.4,18,279.5
491,202,5.67,1.96,0.01,1.5,2.33,0.8,0.8,19,281
491,203,5.64,1.97,0,1.5,2.39,0.8,0.8,19,282.5
491,204,5.62,1.97,0.01,1.5,2.44,0.4,0.4,19,284
491,205,5.6,1.97,0.02,1.5,2.48,0.4,0.8,19,285.5
491,206,5.57,1.97,0.03,1.5,2.51,0.4,0.8,19,287
491,207,5.55,1.98,0.02,1.5,2.54,0,0.4,19,288.5
491,208,5.51,1.98,0.02,1.5,2.6,0.8,1.6,19,290
491,209,5.48,1.98,0.02,1.5,2.66,0.4,0.8,19,291.5
491,210,5.46,1.98,0.02,1.5,2.68,-0.4,0.4,19,293
491,211,5.45,1.98,0.02,1.5,2.7,0.4,0.4,19,294.5
491,212,5.44,1.98,0.02,1.5,2.72,0.4,0.4,19,296
491,213,5.41,1.98,0.02,1.5,2.76,0.8,0.8,19,297.5
491,214,5.39,1.98,0.02,1.5,2.79,0,0.4,19,299
491,215,5.37,1.98,0.02,1.5,2.83,0.8,0.8,19,300.5
491,216,5.35,1.98,0.02,1.5,2.86,0.4,0.4,19,302
491,217,5.31,1.97,0.03,1.5,2.9,-0.4,1.6,20,303.5
491,218,5.28,1.98,0.02,1.5,2.92,-0.4,0.4,20,305
491,219,5.26,1.98,0.02,1.5,2.93,0.8,0.8,20,306.5
491,220,5.24,1.98,0.03,1.5,2.95,0.4,0.4,20,308
491,221,5.21,1.97,0.04,1.5,2.98,0,1.6,20,309.5
491,222,5.17,1.97,0.04,1.5,3.01,0.8,0.8,20,311
491,223,5.14,1.97,0.04,1.5,3.05,0.4,0.8,20,312.5
491,224,5.11,1.96,0.05,1,3.08,0.8,0.8,20,313.5
491,225,5.09,1.95,0.06,1,3.11,0.8,0.8,20,314.5
491,226,5.06,1.93,0.08,1,3.1,0.8,0.8,20,315.5
491,227,5.04,1.93,0.08,1,3.12,-0.8,0.4,20,316.5
491,228,5.03,1.92,0.09,1,3.14,-0.4,0.4,20,317.5
491,229,5.01,1.92,0.09,1,-3.13,0,0.4,20,318.5
491,230,4.99,1.91,0.1,1,-3.12,0.4,0.8,20,319.5
491,231,4.96,1.91,0.1,1,-3.11,-0.8,0.8,20,320.5
491,232,4.93,1.91,0.1,1,-3.11,-0.8,0.8,20,321.5
491,233,4.91,1.91,0.1,1,-3.11,0.8,0.4,20,322.5
491,234,4.89,1.91,0.1,1,-3.12,-0.8,0.8,20,323.5
491,235,4.87,1.91,0.1,1,-3.12,-0.8,0.8,20,324.5
491,236,4.83,1.93,0.08,1,3.12,-0.8,0.8,21,325.5
491,237,4.82,1.93,0.08,1,3.1,-0.4,0.4,21,326.5
491,238,4.79,1.94,0.07,1,3.07,0.8,1.6,21,327.5
491,239,4.76,1.95,0.06,1,3.05,0,0.4,21,328.5
491,240,4.73,1.95,0.06,1,3.04,-0.4,1.6,21,329.5
491,241,4.7,1.97,0.04,1.5,3.02,-0.4,0.4,21,331
491,242,4.66,1.97,0.04,1.5,3,0.4,1.6,21,332.5
491,243,4.63,1.98,0.03,1.5,3,0.4,0.8,21,334
491,244,4.6,1.98,0.03,1.5,3.01,0.4,0.8,21,335.5
491,245,4.55,1.98,0.03,1.5,3.02,0,1.6,21,337
491,246,4.5,1.99,0.03,1.5,3.03,0,1.6,21,338.5
491,247,4.46,1.99,0.03,1.5,3.03,-0.4,0.8,21,340
491,248,4.43,2,0.02,1.5,3.03,0,0.8,21,341.5
491,249,4.42,2,0.02,1.5,3.02,0,0.4,21,343
491,250,4.39,2.01,0.01,1.5,3,-0.8,1.6,22,344.5
491,251,4.34,2.03,0.01,1.5,2.95,-0.8,1.6,22,346
491,252,4.31,2.05,0.03,1.5,2.91,-0.8,0.4,22,347.5
491,253,4.29,2.06,0.04,1.5,2.88,0.8,0.8,22,349
491,254,4.27,2.08,0.06,1,2.85,-0.8,0.8,22,350
491,255,4.25,2.09,0.07,1,2.82,0.4,0.8,22,351
491,256,4.21,2.11,0.09,1,2.78,-0.4,1.6,22,352
491,257,4.18,2.13,0.09,1,2.75,0.4,0.4,23,353
491,258,4.17,2.14,0.1,1,2.74,-0.4,0.4,23,354
491,259,4.15,2.15,0.1,1,2.74,-0.8,0.8,23,355
491,260,4.14,2.17,0.12,1,2.72,0.4,0.4,23,356
491,261,4.12,2.18,0.12,1,2.7,0,0.8,23,357
491,262,4.08,2.2,0.12,1,2.69,0.8,1.6,24,358
491,263,4.05,2.21,0.11,1,2.69,0.8,0.4,24,359
491,264,4.02,2.22,0.09,1,2.71,0.4,0.8,24,360
491,265,3.99,2.23,0.07,1,2.73,-0.4,0.8,25,361
491,266,3.97,2.24,0.06,1,2.72,-0.4,0.8,25,362
491,267,3.95,2.25,0.05,1,2.69,-0.8,0.4,25,363
491,268,3.94,2.26,0.05,1,2.67,-0.8,0.4,25,364
491,269,3.92,2.29,0.05,1,2.62,-0.8,1.6,25,365
491,270,3.89,2.32,0.05,1,2.57,0.8,0.8,25,366
491,271,3.87,2.34,0.04,1.5,2.55,0,0.8,25,367.5
491,272,3.86,2.35,0.04,1.5,2.55,0.8,0.4,25,369
491,273,3.83,2.37,0.03,1.5,2.54,-0.8,1.6,25,370.5
491,274,3.8,2.39,0.02,1.5,2.51,-0.8,0.4,25,372
491,275,3.78,2.42,0.02,1.5,2.48,0.4,1.6,25,373.5
491,276,3.75,2.45,0.02,1.5,2.47,-0.4,0.4,25,375
491,277,3.74,2.47,0.02,1.5,2.45,-0.8,0.8,25,376.5
491,278,3.73,2.49,0.02,1.5,2.44,-0.8,0.8,25,378
491,279,3.72,2.51,0.03,1.5,2.42,-0.8,0.4,25,379.5
491,280,3.71,2.52,0.03,1.5,2.4,0.8,0.4,25,381
491,281,3.7,2.54,0.03,1.5,2.38,0.8,1.6,25,382.5
491,282,3.66,2.57,0.02,1.5,2.4,0.8,1.6,25,384
491,283,3.62,2.6,0,1.5,2.42,0.4,0.8,25,385.5
491,284,3.61,2.6,0,1.5,2.43,0.4,0.4,25,387
491,285,3.6,2.61,0.01,1.5,2.44,-0.4,0.4,25,388.5
491,286,3.58,2.63,0.01,1.5,2.43,-0.8,0.8,25,390
491,287,3.56,2.65,0.01,1.5,2.42,-0.8,0.8,25,391.5
491,288,3.54,2.69,0,1.5,2.38,-0.4,1.6,25,393
491,289,3.51,2.73,0,1.5,2.34,0.4,0.8,25,394.5
491,290,3.49,2.76,0,1.5,2.32,0,1.6,25,396
491,291,3.47,2.8,0.01,1.5,2.29,-0.4,0.8,25,397.5
491,292,3.44,2.84,0.01,1.5,2.26,0,1.6,25,399
491,293,3.42,2.87,0.01,1.5,2.25,0.8,0.4,25,400.5
491,294,3.41,2.88,0.01,1.5,2.25,-0.4,0.4,25,402
491,295,3.4,2.9,0.01,1.5,2.25,-0.4,0.8,25,403.5
491,296,3.39,2.91,0.01,1.5,2.24,0.8,0.4,25,405
491,297,3.36,2.94,0,1.5,2.26,0,1.6,25,406.5
491,298,3.33,2.96,0.01,1.5,2.28,0.4,0.4,25,408
491,299,3.32,2.97,0.01,1.5,2.29,0.4,0.4,25,409.5
491,300,3.31,2.98,0.01,1.5,2.3,-0.4,0.4,25,411
491,301,3.3,3,0.01,1.5,2.29,-0.8,0.8,26,412.5
491,302,3.27,3.04,0.01,1.5,2.27,0,1.6,26,414
491,303,3.25,3.07,0,1.5,2.27,0.8,0.8,26,415.5
491,304,3.21,3.1,0.02,1.5,2.28,-0.4,1.6,26,417
491,305,3.18,3.14,0.02,1.5,2.28,0.4,1.6,26,418.5
491,306,3.15,3.17,0.02,1.5,2.29,0,0.4,26,420
491,307,3.12,3.2,0.03,1.5,2.29,0,1.6,26,421.5
491,308,3.1,3.23,0.02,1.5,2.29,-0.4,0.4,26,423
491,309,3.09,3.25,0.02,1.5,2.28,-0.4,0.8,26,424.5
491,310,3.07,3.27,0.02,1.5,2.26,-0.4,0.8,26,426
491,311,3.07,3.29,0.01,1.5,2.24,-0.8,0.4,26,427.5
491,312,3.06,3.31,0.01,1.5,2.21,-0.8,0.4,26,429
491,313,3.06,3.32,0,1.5,2.19,0,0.4,26,430.5
491,314,3.05,3.34,0,1.5,2.17,0.8,0.8,26,432
491,315,3.04,3.37,0.01,1.5,2.15,-0.8,0.8,26,433.5
491,316,3.03,3.38,0.01,1.5,2.14,-0.4,0.4,26,435
491,317,3.03,3.41,0.03,1.5,2.11,0,0.8,26,436.5
491,318,3.02,3.42,0.03,1.5,2.1,-0.4,0.4,26,438
491,319,3.02,3.45,0.05,1,2.07,-0.8,0.8,26,439
491,320,3.01,3.49,0.06,1,2.01,-0.8,1.6,26,440
491,321,3.02,3.55,0.11,1,1.94,-0.4,1.6,26,441
491,322,3.01,3.58,0.12,1,1.92,0.4,0.8,26,442
491,323,3.01,3.61,0.14,0.6,1.89,0.4,0.8,26,442.6
491,324,3,3.63,0.14,0.6,1.89,0.8,0.4,26,443.2
491,325,3,3.64,0.15,0.6,1.91,0.8,0.4,26,443.8
491,326,2.98,3.66,0.14,0.6,1.93,0.8,0.4,26,444.4
491,327,2.96,3.67,0.13,0.6,1.99,0.8,0.8,26,445
491,328,2.94,3.69,0.13,1,2.03,0.8,0.8,26,446
491,329,2.91,3.71,0.12,1,2.08,0.8,0.8,26,447
491,330,2.89,3.72,0.11,1,2.14,0,0.8,26,448
491,331,2.86,3.74,0.1,1,2.18,-0.4,0.8,26,449
491,332,2.83,3.77,0.09,1,2.23,0.4,1.6,26,450
491,333,2.79,3.79,0.05,1,2.27,-0.4,0.8,26,451
491,334,2.76,3.82,0.03,1.5,2.29,-0.4,1.6,26,452.5
491,335,2.74,3.85,0.01,1.5,2.29,0,0.8,26,454
491,336,2.71,3.88,0,1.5,2.29,-0.4,1.6,26,455.5
491,337,2.68,3.92,0.03,1.5,2.28,0,0.8,27,457
491,338,2.67,3.93,0.04,1.5,2.28,0.4,0.4,27,458.5
491,339,2.66,3.94,0.04,1.5,2.29,0.8,0.4,27,460
491,340,2.65,3.95,0.05,1,2.3,0.4,0.4,27,461
491,341,2.64,3.95,0.04,1.5,2.32,0.8,0.4,27,462.5
491,342,2.62,3.96,0.04,1.5,2.34,0.4,0.4,27,464
491,343,2.6,3.97,0.03,1.5,2.38,0.8,0.8,27,465.5
491,344,2.58,3.97,0.01,1.5,2.4,0.8,0.4,27,467
491,345,2.56,3.98,0,1.5,2.44,0.8,0.8,27,468.5
491,346,2.54,3.98,0.01,1.5,2.46,0.4,0.4,27,470
491,347,2.53,3.98,0.02,1.5,2.48,0.4,0.4,27,471.5
491,348,2.49,3.99,0.01,1.5,2.53,-0.8,1.6,28,473
491,349,2.46,4,0,1.5,2.56,0,0.4,28,474.5
491,350,2.43,4.01,0.01,1.5,2.6,0.8,1.6,28,476
491,351,2.39,4.02,0.01,1.5,2.65,-0.4,0.4,28,477.5
491,352,2.36,4.03,0.01,1.5,2.67,0.8,0.8,28,479
491,353,2.34,4.03,0.01,1.5,2.7,0.8,0.4,29,480.5
491,354,2.32,4.03,0,1.5,2.73,0.4,0.8,29,482
491,355,2.28,4.03,0.02,1.5,2.8,0.4,1.6,29,483.5
491,356,2.24,4.02,0.03,1.5,2.85,0.8,0.8,29,485
491,357,2.21,4.02,0.03,1.5,2.9,0,0.8,29,486.5
491,358,2.19,4.02,0.03,1.5,2.92,-0.8,0.4,29,488
491,359,2.16,4.02,0.03,1.5,2.94,0.8,1.6,29,489.5
491,360,2.12,4.01,0.02,1.5,3,0.8,0.8,29,491
491,361,2.1,4.01,0.02,1.5,3.02,0.8,0.4,29,492.5
491,362,2.08,4,0.01,1.5,3.05,-0.8,0.8,29,494
491,363,2.03,3.99,0.01,1.5,3.09,0,1.6,29,495.5
491,364,1.99,3.99,0.01,1.5,3.1,-0.4,0.8,29,497
491,365,1.97,3.99,0.01,1.5,3.11,0,0.8,29,498.5
491,366,1.95,3.99,0.01,1.5,3.12,0.8,0.4,29,500
491,367,1.91,3.98,0,1.5,-3.12,0.8,1.6,29,501.5
491,368,1.88,3.96,0.02,1.5,-3.08,0.8,0.4,29,503
491,369,1.87,3.96,0.02,1.5,-3.06,0.8,0.4,29,504.5
491,370,1.86,3.95,0.03,1.5,-3.04,0,0.4,29,506
491,371,1.85,3.94,0.04,1.5,-3.02,-0.8,0.4,29,507.5
491,372,1.83,3.94,0.04,1.5,-3.02,-0.8,0.4,29,509
491,373,1.81,3.94,0.04,1.5,-3.03,-0.8,0.8,29,510.5
491,374,1.79,3.94,0.03,1.5,-3.05,0.4,0.4,29,512
491,375,1.77,3.94,0.03,1.5,-3.06,-0.8,0.4,29,513.5
491,376,1.74,3.95,0.02,1.5,-3.09,-0.4,1.6,30,515
491,377,1.68,3.96,0.01,1.5,-3.13,0.8,1.6,30,516.5
491,378,1.64,3.96,0.01,1.5,-3.13,0,0.4,30,518
491,379,1.63,3.96,0.01,1.5,-3.14,0,0.4,30,519.5
491,380,1.6,3.96,0.01,1.5,-3.14,0,1.6,30,521
491,381,1.54,3.97,0.01,1.5,3.12,-0.4,1.6,30,522.5
